Nom Complet,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nascut a Espanya,Data_naixement,Edat,Increment_num
Toni Martínez,Toni,Martínez,Espanya,Barcelona,16,5,1964,Home,935.55,No,Grup A,True,1964-05-16,61,0.05
Oriol Sánchez,Oriol,Sánchez,Espanya,Barcelona,27,7,1965,Home,1312.5,No,Grup A,True,1965-07-27,60,0.05
Núria Castells,Núria,Castells,Espanya,Barcelona,2,7,2005,Dona,1411.2,Sí,Grup A,True,2005-07-02,20,0.05
Oriol López Martínez,Oriol,López Martínez,Espanya,Barcelona,25,6,1952,Home,1069.95,Sí,Grup A,True,1952-06-25,73,0.05
Jordi Romero,Jordi,Romero,Espanya,Barcelona,27,8,1968,Home,848.4,No,Grup A,True,1968-08-27,57,0.05
Toni López Sánchez,Toni,López Sánchez,Espanya,Barcelona,25,2,1975,Home,1039.5,No,Grup A,True,1975-02-25,51,0.05
Joan Castells,Joan,Castells,Espanya,Barcelona,10,12,1975,Home,1750.35,Sí,Grup A,True,1975-12-10,50,0.05
Arnau Sánchez López,Arnau,Sánchez López,Espanya,Barcelona,28,6,1960,Home,1171.8,No,Grup A,True,1960-06-28,65,0.05
Eva Martínez,Eva,Martínez,Espanya,Barcelona,11,9,1974,Dona,822.15,No,Grup A,True,1974-09-11,51,0.05
Joan Romero Romero,Joan,Romero Romero,Espanya,Barcelona,21,2,1999,Home,1620.15,Sí,Grup A,True,1999-02-21,27,0.05
Anna Sánchez,Anna,Sánchez,Espanya,Barcelona,17,7,1984,Altres,1509.9,Sí,Grup A,True,1984-07-17,41,0.05
Núria Ferrer,Núria,Ferrer,Espanya,Barcelona,18,4,1957,NC,1465.8,Sí,Grup A,True,1957-04-18,68,0.05
Marc Ferrer Castells,Marc,Ferrer Castells,Espanya,Barcelona,25,8,2002,Home,1755.6,No,Grup A,True,2002-08-25,23,0.05
Marc García,Marc,García,Espanya,Barcelona,23,7,1998,Home,1408.05,Sí,Grup A,True,1998-07-23,27,0.05
Joan García,Joan,García,Espanya,Barcelona,24,12,1957,Home,1635.9,Sí,Grup A,True,1957-12-24,68,0.05
Marc Martínez Martínez,Marc,Martínez Martínez,Espanya,Barcelona,6,4,2001,NC,1160.25,Sí,Grup A,True,2001-04-06,24,0.05
Toni Romero,Toni,Romero,Espanya,Barcelona,9,12,1989,Home,1741.95,Sí,Grup A,True,1989-12-09,36,0.05
Oriol García Castells,Oriol,García Castells,Espanya,Barcelona,18,6,1955,Home,1272.6,No,Grup A,True,1955-06-18,70,0.05
Carla López,Carla,López,Espanya,Barcelona,18,7,1965,Dona,1216.95,Sí,Grup A,True,1965-07-18,60,0.05
Laia Ferrer,Laia,Ferrer,Espanya,Barcelona,23,11,1972,Dona,987.0,No,Grup A,True,1972-11-23,53,0.05
Anna Castells García,Anna,Castells García,Espanya,Barcelona,22,10,1952,Dona,732.9,No,Grup A,True,1952-10-22,73,0.05
Oriol Ferrer Martínez,Oriol,Ferrer Martínez,Espanya,Barcelona,26,7,1950,Home,1001.7,No,Grup A,True,1950-07-26,75,0.05
Jordi Sánchez,Jordi,Sánchez,Espanya,Barcelona,18,6,1981,Home,840.0,Sí,Grup A,True,1981-06-18,44,0.05
Jordi Sánchez Martínez,Jordi,Sánchez Martínez,Espanya,Barcelona,6,11,1998,Home,1149.75,No,Grup A,True,1998-11-06,27,0.05
Marta Ferrer,Marta,Ferrer,Espanya,Barcelona,28,6,2001,Dona,1368.15,Sí,Grup A,True,2001-06-28,24,0.05
Núria López Romero,Núria,López Romero,Espanya,Barcelona,17,9,1957,Dona,1099.35,No,Grup A,True,1957-09-17,68,0.05
Laia Martínez,Laia,Martínez,Espanya,Barcelona,22,1,1951,Dona,1247.4,Sí,Grup A,True,1951-01-22,75,0.05
Marc Ferrer Sánchez,Marc,Ferrer Sánchez,Espanya,Barcelona,15,7,1977,Home,1757.7,No,Grup A,True,1977-07-15,48,0.05
Núria García Martínez,Núria,García Martínez,Espanya,Barcelona,26,5,2005,Dona,1386.0,Sí,Grup A,True,2005-05-26,20,0.05
Carla López López,Carla,López López,Espanya,Barcelona,7,3,1956,Dona,852.6,Sí,Grup A,True,1956-03-07,70,0.05
Oriol García Ferrer,Oriol,García Ferrer,Espanya,Barcelona,9,12,2003,Home,1683.15,Sí,Grup A,True,2003-12-09,22,0.05
Carla Ferrer,Carla,Ferrer,Espanya,Barcelona,27,10,1987,Dona,877.8,No,Grup A,True,1987-10-27,38,0.05
Arnau López Martínez,Arnau,López Martínez,Espanya,Barcelona,15,11,1972,Home,1666.35,No,Grup A,True,1972-11-15,53,0.05
Laia Martínez,Laia,Martínez,Espanya,Barcelona,11,2,1951,Dona,1371.3,No,Grup A,True,1951-02-11,75,0.05
Laia Martínez Romero,Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Dona,1097.25,No,Grup A,True,1958-09-05,67,0.05
Carla Romero López,Carla,Romero López,Espanya,Barcelona,23,5,2002,Dona,814.8,Sí,Grup A,True,2002-05-23,23,0.05
Carla García,Carla,García,Espanya,Barcelona,25,10,1952,Dona,997.5,No,Grup A,True,1952-10-25,73,0.05
Clara Castells Romero,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Dona,1461.6,Sí,Grup A,True,1999-01-04,27,0.05
Pau Castells,Pau,Castells,Espanya,Barcelona,1,7,1972,Home,1056.3,No,Grup A,True,1972-07-01,53,0.05
Anna Castells,Anna,Castells,Espanya,Barcelona,2,1,1951,Dona,964.95,No,Grup A,True,1951-01-02,75,0.05
Núria Ferrer,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Dona,1179.15,No,Grup A,True,1977-10-27,48,0.05
Toni López,Toni,López,Espanya,Barcelona,27,9,1979,NC,904.05,No,Grup A,True,1979-09-27,46,0.05
Jordi Castells,Jordi,Castells,Espanya,Barcelona,19,7,1978,Home,1618.05,No,Grup A,True,1978-07-19,47,0.05
Jordi Ferrer,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Home,1009.05,No,Grup A,True,2002-06-28,23,0.05
Pau Castells,Pau,Castells,Espanya,Barcelona,14,9,1991,Home,1642.2,No,Grup A,True,1991-09-14,34,0.05
Joan Martínez Castells,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Home,1223.25,No,Grup A,True,1987-07-22,38,0.05
Toni Ferrer,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Home,1750.35,Sí,Grup A,True,1972-08-24,53,0.05
Jordi García,Jordi,García,Espanya,Barcelona,3,1,1975,Home,1014.3,Sí,Grup A,True,1975-01-03,51,0.05
Arnau Sánchez,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Home,1506.75,No,Grup A,True,1998-12-16,27,0.05
Joan Romero Martínez,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Home,1623.3,Sí,Grup A,True,1973-11-02,52,0.05
Marta Castells López,Marta,Castells López,Espanya,Barcelona,9,6,1985,Dona,1509.9,No,Grup A,True,1985-06-09,40,0.05
Pau Ferrer Martínez,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Home,895.65,No,Grup A,True,1964-12-24,61,0.05
Laia Romero Martínez,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Dona,1065.75,No,Grup A,True,1964-05-28,61,0.05
Marc Martínez Castells,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,NC,1546.65,No,Grup A,True,1979-05-13,46,0.05
Pau Castells Martínez,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Home,1304.1,No,Grup A,True,1985-01-03,41,0.05
Anna Castells Ferrer,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Dona,1568.7,Sí,Grup A,True,1983-01-08,43,0.05
Toni Romero,Toni,Romero,Espanya,Barcelona,7,5,1990,Home,1156.05,No,Grup A,True,1990-05-07,35,0.05
Joan López,Joan,López,Espanya,Barcelona,22,10,1964,Home,1704.15,No,Grup A,True,1964-10-22,61,0.05
Eva Castells Romero,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Altres,977.55,No,Grup A,True,1980-02-13,46,0.05
Clara Castells,Clara,Castells,Espanya,Barcelona,17,7,1953,Dona,816.9,No,Grup A,True,1953-07-17,72,0.05
Joan Romero Romero,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Home,1163.4,Sí,Grup A,True,1995-11-03,30,0.05
Clara Sánchez,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Dona,1502.55,No,Grup A,True,1985-10-03,40,0.05
Núria López,Núria,López,Espanya,Barcelona,28,5,1961,Dona,836.85,Sí,Grup A,True,1961-05-28,64,0.05
Eva García,Eva,García,Espanya,Barcelona,27,10,1960,Dona,760.2,Sí,Grup A,True,1960-10-27,65,0.05
Carla Castells Castells,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Dona,1500.45,No,Grup A,True,1977-03-27,48,0.05
Marta Romero,Marta,Romero,Espanya,Barcelona,8,4,1957,Dona,724.5,No,Grup A,True,1957-04-08,68,0.05
Toni Martínez Castells,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Home,1445.85,No,Grup A,True,1957-10-23,68,0.05
Carla Martínez Castells,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Dona,792.75,No,Grup A,True,1980-10-21,45,0.05
Oriol López Romero,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Home,1191.75,Sí,Grup A,True,1983-05-22,42,0.05
Carla Ferrer,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Dona,956.55,No,Grup A,True,1969-12-13,56,0.05
Laia Sánchez Martínez,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Dona,1498.35,No,Grup A,True,1971-02-10,55,0.05
Oriol Castells,Oriol,Castells,Espanya,Barcelona,3,12,1987,Home,1745.1,No,Grup A,True,1987-12-03,38,0.05
Jordi Romero García,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Home,1190.7,No,Grup A,True,1972-02-17,54,0.05
Oriol Sánchez,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Home,784.35,No,Grup A,True,1986-02-05,40,0.05
Laia Romero,Laia,Romero,Espanya,Barcelona,17,9,1966,Dona,999.6,Sí,Grup A,True,1966-09-17,59,0.05
Jordi Romero,Jordi,Romero,Espanya,Barcelona,6,9,1952,Home,1756.65,Sí,Grup A,True,1952-09-06,73,0.05
Oriol García Castells,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Home,962.85,No,Grup A,True,1987-05-08,38,0.05
Laia López,Laia,López,Espanya,Barcelona,8,3,1970,Dona,1380.75,No,Grup A,True,1970-03-08,56,0.05
Laia Ferrer Martínez,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Dona,716.1,No,Grup A,True,1980-11-11,45,0.05
Jordi Sánchez,Jordi,Sánchez,Espanya,Bilbao,16,8,1962,Home,779.1,No,Grup A,True,1962-08-16,63,0.05
Anna Martínez Martínez,Anna,Martínez Martínez,Espanya,Bilbao,26,9,1972,Dona,819.0,No,Grup A,True,1972-09-26,53,0.05
Toni Sánchez García,Toni,Sánchez García,Espanya,Bilbao,28,2,2000,Home,1450.05,No,Grup A,True,2000-02-28,26,0.05
Anna Ferrer Sánchez,Anna,Ferrer Sánchez,Espanya,Bilbao,21,10,1982,Dona,1389.15,No,Grup A,True,1982-10-21,43,0.05
Clara Sánchez,Clara,Sánchez,Espanya,Bilbao,1,10,1965,Dona,857.85,Sí,Grup A,True,1965-10-01,60,0.05
Anna Castells,Anna,Castells,Espanya,Bilbao,20,3,1987,Dona,1450.05,No,Grup A,True,1987-03-20,38,0.05
Laia Martínez Ferrer,Laia,Martínez Ferrer,Espanya,Bilbao,19,10,1956,Dona,1030.05,Sí,Grup A,True,1956-10-19,69,0.05
Marta Sánchez,Marta,Sánchez,Espanya,Bilbao,1,9,1972,Dona,1211.7,No,Grup A,True,1972-09-01,53,0.05
Pau Ferrer,Pau,Ferrer,Espanya,Bilbao,6,8,1964,Home,1213.8,No,Grup A,True,1964-08-06,61,0.05
Clara Castells García,Clara,Castells García,Espanya,Bilbao,11,1,1964,Dona,1155.0,Sí,Grup A,True,1964-01-11,62,0.05
Jordi Castells Ferrer,Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Home,1279.95,No,Grup A,True,1979-02-23,47,0.05
Carla Castells García,Carla,Castells García,Espanya,Bilbao,7,1,1994,Dona,1358.7,No,Grup A,True,1994-01-07,32,0.05
Marta Romero Sánchez,Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Dona,1087.8,No,Grup A,True,1968-07-19,57,0.05
Jordi Sánchez,Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Home,1311.45,No,Grup A,True,1952-03-05,74,0.05
Marta Martínez,Marta,Martínez,Espanya,Bilbao,22,6,1973,Dona,858.9,No,Grup A,True,1973-06-22,52,0.05
Jordi Sánchez,Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Home,1353.45,No,Grup A,True,1993-04-20,32,0.05
Jordi Castells,Jordi,Castells,Espanya,Bilbao,1,6,1953,Home,1392.3,Sí,Grup A,True,1953-06-01,72,0.05
Marc Martínez Martínez,Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Home,1751.4,Sí,Grup A,True,2001-01-04,25,0.05
Eva López,Eva,López,Espanya,Bilbao,26,12,1964,Dona,1274.7,No,Grup A,True,1964-12-26,61,0.05
Jordi García,Jordi,García,Espanya,Bilbao,11,1,1950,Home,1043.7,No,Grup A,True,1950-01-11,76,0.05
Arnau Ferrer Sánchez,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Home,1398.6,Sí,Grup A,True,1969-11-06,56,0.05
Anna López,Anna,López,Espanya,Bilbao,17,6,1995,Dona,1396.5,Sí,Grup A,True,1995-06-17,30,0.05
Jordi Romero García,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Home,1611.75,Sí,Grup A,True,1984-12-19,41,0.05
Pau Castells,Pau,Castells,Espanya,Bilbao,17,4,1952,NC,1172.85,No,Grup A,True,1952-04-17,73,0.05
Marta López,Marta,López,Espanya,Bilbao,24,7,1967,Dona,1492.05,No,Grup A,True,1967-07-24,58,0.05
Núria Ferrer,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Dona,1279.95,Sí,Grup A,True,1979-03-17,47,0.05
Joan Ferrer,Joan,Ferrer,Espanya,Bilbao,21,5,1981,NC,1478.4,No,Grup A,True,1981-05-21,44,0.05
Clara Sánchez Romero,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Dona,1075.2,No,Grup A,True,2004-03-16,22,0.05
Eva Romero,Eva,Romero,Espanya,Bilbao,18,7,1967,Dona,1388.1,No,Grup A,True,1967-07-18,58,0.05
Arnau Sánchez,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Home,1162.35,No,Grup A,True,1978-01-23,48,0.05
Núria Martínez Martínez,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Dona,1056.3,No,Grup A,True,2002-08-20,23,0.05
Anna Ferrer Martínez,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Dona,892.5,Sí,Grup A,True,1981-10-15,44,0.05
Joan García,Joan,García,Espanya,Bilbao,23,6,1960,Home,867.3,No,Grup A,True,1960-06-23,65,0.05
Marc Sánchez,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Home,1200.15,Sí,Grup A,True,1996-06-03,29,0.05
Jordi Ferrer,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Home,1391.25,No,Grup A,True,1960-05-22,65,0.05
Eva Castells Romero,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Dona,1382.85,No,Grup A,True,1974-06-25,51,0.05
Arnau Martínez Romero,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Home,1501.5,No,Grup A,True,1997-08-26,28,0.05
Toni Ferrer,Toni,Ferrer,Espanya,Bilbao,7,4,1996,Altres,1332.45,No,Grup A,True,1996-04-07,29,0.05
Laia Castells Castells,Laia,Castells Castells,Espanya,Bilbao,3,12,1968,NC,1396.5,Sí,Grup A,True,1968-12-03,57,0.05
Oriol Romero,Oriol,Romero,Espanya,Bilbao,28,3,1959,NC,958.65,Sí,Grup A,True,1959-03-28,66,0.05
Arnau Martínez,Arnau,Martínez,Espanya,Bilbao,13,8,1964,Home,1387.05,No,Grup A,True,1964-08-13,61,0.05
Marc García Romero,Marc,García Romero,Espanya,Bilbao,25,1,2004,Home,1140.3,No,Grup A,True,2004-01-25,22,0.05
Anna Ferrer Castells,Anna,Ferrer Castells,Espanya,Bilbao,1,9,1953,Dona,1220.1,No,Grup A,True,1953-09-01,72,0.05
Laia López López,Laia,López López,Espanya,Bilbao,3,5,1997,Dona,1109.85,Sí,Grup A,True,1997-05-03,28,0.05
Marta Castells López,Marta,Castells López,Espanya,Bilbao,10,1,1964,Dona,1224.3,Sí,Grup A,True,1964-01-10,62,0.05
Eva García,Eva,García,Espanya,Bilbao,17,3,1997,Dona,1085.7,No,Grup A,True,1997-03-17,29,0.05
Carla Castells Ferrer,Carla,Castells Ferrer,Espanya,Bilbao,20,7,1952,Dona,1397.55,No,Grup A,True,1952-07-20,73,0.05
Joan Sánchez,Joan,Sánchez,Espanya,Bilbao,18,3,1982,Home,1713.6,No,Grup A,True,1982-03-18,44,0.05
Jordi Castells,Jordi,Castells,Espanya,Bilbao,6,2,1963,Home,1371.3,Sí,Grup A,True,1963-02-06,63,0.05
Núria Martínez,Núria,Martínez,Espanya,Bilbao,10,3,1971,Dona,1037.4,No,Grup A,True,1971-03-10,55,0.05
Núria García,Núria,García,Espanya,Bilbao,15,6,2001,Dona,732.9,Sí,Grup A,True,2001-06-15,24,0.05
Marc López García,Marc,López García,Espanya,Bilbao,10,9,2005,Home,1333.5,No,Grup A,True,2005-09-10,20,0.05
Pau López Ferrer,Pau,López Ferrer,Espanya,Bilbao,13,4,1960,Home,1185.45,Sí,Grup A,True,1960-04-13,65,0.05
Jordi López Romero,Jordi,López Romero,Espanya,Bilbao,17,12,1978,Home,1066.8,No,Grup A,True,1978-12-17,47,0.05
Clara Romero,Clara,Romero,Espanya,Bilbao,5,12,2004,Dona,1582.35,No,Grup A,True,2004-12-05,21,0.05
Eva García,Eva,García,Espanya,Bilbao,13,9,1978,Dona,1172.85,No,Grup A,True,1978-09-13,47,0.05
Toni López,Toni,López,Espanya,Bilbao,3,6,1956,Home,899.85,No,Grup A,True,1956-06-03,69,0.05
Marc Castells Castells,Marc,Castells Castells,Espanya,Bilbao,18,12,1955,Home,1396.5,Sí,Grup A,True,1955-12-18,70,0.05
Toni Romero Martínez,Toni,Romero Martínez,Espanya,Bilbao,15,9,1980,Home,1282.05,No,Grup A,True,1980-09-15,45,0.05
Arnau Martínez,Arnau,Martínez,Espanya,Bilbao,9,10,1996,Home,1230.6,Sí,Grup A,True,1996-10-09,29,0.05
Clara Sánchez López,Clara,Sánchez López,Espanya,Bilbao,1,8,1952,Dona,1277.85,No,Grup A,True,1952-08-01,73,0.05
Eva Castells,Eva,Castells,Espanya,Madrid,1,12,1965,Dona,922.95,No,Grup A,True,1965-12-01,60,0.05
Joan López,Joan,López,Espanya,Madrid,5,3,1957,Home,1015.35,No,Grup A,True,1957-03-05,69,0.05
Eva Ferrer,Eva,Ferrer,Espanya,Madrid,27,1,1974,Dona,1051.05,No,Grup A,True,1974-01-27,52,0.05
Núria Martínez,Núria,Martínez,Espanya,Madrid,19,3,1986,Dona,1475.25,No,Grup A,True,1986-03-19,40,0.05
Toni Ferrer,Toni,Ferrer,Espanya,Madrid,19,8,1967,Home,1641.15,No,Grup A,True,1967-08-19,58,0.05
Oriol Martínez,Oriol,Martínez,Espanya,Madrid,18,1,1994,Home,1580.25,No,Grup A,True,1994-01-18,32,0.05
Pau Romero Castells,Pau,Romero Castells,Espanya,Madrid,14,7,1996,Home,1629.6,Sí,Grup A,True,1996-07-14,29,0.05
Oriol García,Oriol,García,Espanya,Madrid,8,3,1954,Altres,1640.1,No,Grup A,True,1954-03-08,72,0.05
Pau Sánchez,Pau,Sánchez,Espanya,Madrid,1,12,1982,Altres,896.7,No,Grup A,True,1982-12-01,43,0.05
Eva Castells,Eva,Castells,Espanya,Madrid,20,11,1957,Dona,1445.85,No,Grup A,True,1957-11-20,68,0.05
Marc Martínez Ferrer,Marc,Martínez Ferrer,Espanya,Madrid,14,7,1971,Altres,1258.95,No,Grup A,True,1971-07-14,54,0.05
Marta Ferrer,Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,No,Grup A,True,1986-10-06,39,0.05
Laia Martínez,Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,No,Grup A,True,1979-02-26,47,0.05
Marc Castells Sánchez,Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,No,Grup A,True,1974-10-24,51,0.05
Pau López,Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,No,Grup A,True,1977-05-24,48,0.05
Carla García Martínez,Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,Sí,Grup A,True,1981-04-19,44,0.05
